"","math_c","reading_c","Participate_saberpro","estu_trabaja","estudiantes","treat","cole_cod_dane","id_name","year_treated","year","COLE_MCPIO_UBICACION","BASE","cole_naturaleza","buffer_km","year_treated_sa","year_treated_att","time_to_treat","fuente"
"240",0.5,0.519999999999999,39,19,252,0,"105129000216",21,NA,2014,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"241",0.519999999999999,0.510000000000002,23,23,265,0,"105129000216",21,NA,2015,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"242",0.519999999999999,0.540000000000002,7,18,249,0,"105129000216",21,NA,2016,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"243",0.510000000000002,0.560000000000001,0,41,210,0,"105129000216",21,NA,2017,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"244",0.527375000000001,0.559625000000001,0,72,240,0,"105129000216",21,NA,2018,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"245",0.519874476987449,0.548953974895399,0,64,239,0,"105129000216",21,NA,2019,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"246",0.390786407766991,0.495737864077669,48,0,212,0,"105129000534",22,NA,2006,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"247",0.374,0.457,0,0,212,0,"105129000534",22,NA,2006,"LA ESTRELLA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"248",0.374,0.457,0,0,212,0,"105129000534",22,NA,2006,"MEDELLIN","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"249",0.37046853146853,0.500398601398603,78,0,335,0,"105129000534",22,NA,2007,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"250",0.371,0.519,0,0,335,0,"105129000534",22,NA,2007,"LA ESTRELLA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"251",0.369,0.449,1,0,335,0,"105129000534",22,NA,2007,"MEDELLIN","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"252",0.396535135135136,0.522324324324323,36,36,230,0,"105129000534",22,NA,2008,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"253",0.378,0.488,3,36,230,0,"105129000534",22,NA,2008,"MEDELLIN","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"254",0.405,0.538,1,36,230,0,"105129000534",22,NA,2008,"SABANETA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"255",0.386139784946238,0.477172043010753,46,0,188,0,"105129000534",22,NA,2009,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"256",0.40460223048327,0.436174721189591,87,13,355,0,"105129000534",22,NA,2010,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"257",0.374863309352519,0.49173381294964,94,37,286,0,"105129000534",22,NA,2011,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"258",0.355572490706318,0.490527881040892,86,28,279,0,"105129000534",22,NA,2012,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"259",0.373,0.495307692307691,57,20,224,0,"105129000534",22,NA,2013,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"260",0.478497854077253,0.522188841201715,21,21,233,0,"105129000534",22,NA,2014,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"261",0.49796954314721,0.494974619289341,11,19,197,0,"105129000534",22,NA,2015,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"262",0.50200980392157,0.533529411764705,6,16,204,0,"105129000534",22,NA,2016,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"263",0.508450704225354,0.553708920187793,0,66,213,0,"105129000534",22,NA,2017,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"264",0.489821428571429,0.522678571428571,0,63,224,0,"105129000534",22,NA,2018,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"265",0.517391304347825,0.52391304347826,0,60,207,0,"105129000534",22,NA,2019,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"266",0.346,0.457000000000001,9,0,63,0,"105138000121",23,NA,2006,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"267",0.374976470588235,0.461176470588236,15,0,85,0,"105138000121",23,NA,2007,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"268",0.373435294117647,0.501523529411765,16,19,87,0,"105138000121",23,NA,2008,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"269",0.382,0.4755,0,19,87,0,"105138000121",23,NA,2008,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"270",0.359909090909091,0.449306818181819,25,0,90,0,"105138000121",23,NA,2009,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"271",0.379794392523364,0.421065420560748,24,29,131,0,"105138000121",23,NA,2010,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"272",0.356150943396227,0.461830188679245,24,24,107,0,"105138000121",23,NA,2011,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"273",0.340818181818181,0.478696969696969,17,21,100,0,"105138000121",23,NA,2012,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"274",0.364607476635514,0.476177570093458,22,23,107,0,"105138000121",23,NA,2013,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"275",0.463974358974359,0.471153846153846,7,17,78,0,"105138000121",23,NA,2014,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"276",0.505416666666666,0.495208333333334,6,12,48,0,"105138000121",23,NA,2015,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"277",0.515857142857143,0.534285714285714,1,10,70,0,"105138000121",23,NA,2016,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"278",0.49,0.524,0,19,50,0,"105138000121",23,NA,2017,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"279",0.485,0.4995,0,16,40,0,"105138000121",23,NA,2018,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"280",0.508085106382979,0.518297872340425,0,20,47,0,"105138000121",23,NA,2019,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"281",0.418846153846153,0.514428571428572,24,0,91,0,"105147000045",24,NA,2006,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"282",0.396365853658536,0.476951219512196,27,0,83,0,"105147000045",24,NA,2007,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"283",0.422743243243243,0.554837837837838,25,2,77,0,"105147000045",24,NA,2008,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"284",0.3975,0.470357142857143,37,0,87,0,"105147000045",24,NA,2009,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"285",0.402,0.468,0,0,87,0,"105147000045",24,NA,2009,"CAÑASGORDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"286",0.428857142857143,0.441,36,11,134,0,"105147000045",24,NA,2010,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"287",0.457285714285714,0.535696428571429,21,5,56,0,"105147000045",24,NA,2011,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"288",0.375306666666666,0.51764,25,3,77,0,"105147000045",24,NA,2012,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"289",0.397181818181819,0.514090909090908,25,5,78,0,"105147000045",24,NA,2013,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"290",0.526385542168675,0.54578313253012,29,3,83,0,"105147000045",24,NA,2014,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"291",0.544545454545454,0.524545454545455,16,4,77,0,"105147000045",24,NA,2015,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"292",0.592553191489363,0.565744680851064,8,4,94,0,"105147000045",24,NA,2016,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"293",0.529137931034482,0.536379310344827,0,16,116,0,"105147000045",24,NA,2017,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"294",0.499586776859504,0.525537190082645,0,29,121,0,"105147000045",24,NA,2018,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"295",0.52146551724138,0.558620689655173,0,35,116,0,"105147000045",24,NA,2019,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"296",0.374,0.457000000000001,21,0,120,0,"105147000401",25,NA,2006,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"297",0.371,0.467500000000001,16,0,100,0,"105147000401",25,NA,2007,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"298",0.371,0.4675,0,0,100,0,"105147000401",25,NA,2007,"TURBO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"299",0.382,0.513,27,3,137,0,"105147000401",25,NA,2008,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"300",0.379,0.468000000000001,26,0,110,0,"105147000401",25,NA,2009,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"301",0.379,0.468,0,0,110,0,"105147000401",25,NA,2009,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"302",0.399000000000001,0.417000000000001,30,19,166,0,"105147000401",25,NA,2010,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"303",0.361,0.472999999999999,20,3,95,0,"105147000401",25,NA,2011,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"304",0.34198969072165,0.49541237113402,27,6,98,0,"105147000401",25,NA,2012,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"305",0.353000000000001,0.494999999999999,21,2,93,0,"105147000401",25,NA,2013,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"306",0.479999999999999,0.5,7,5,111,0,"105147000401",25,NA,2014,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"307",0.459809523809525,0.45952380952381,8,4,105,0,"105147000401",25,NA,2015,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"308",0.491150442477876,0.502035398230089,1,8,113,0,"105147000401",25,NA,2016,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"309",0.476106870229007,0.515419847328244,1,46,131,0,"105147000401",25,NA,2017,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"310",0.467383177570093,0.472056074766356,0,34,107,0,"105147000401",25,NA,2018,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"311",0.447214285714285,0.469642857142857,0,44,140,0,"105147000401",25,NA,2019,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"312",0.374,0.478000000000001,20,0,74,0,"105147000568",26,NA,2006,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"313",0.371,0.457000000000001,27,0,110,0,"105147000568",26,NA,2007,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"314",0.382000000000001,0.515,23,0,73,0,"105147000568",26,NA,2008,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"315",0.381,0.466999999999999,25,0,82,0,"105147000568",26,NA,2009,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"316",0.399999999999999,0.446,34,0,119,0,"105147000568",26,NA,2010,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"317",0.422,0.495,35,0,87,0,"105147000568",26,NA,2011,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"318",0.357289156626506,0.484759036144579,30,3,84,0,"105147000568",26,NA,2012,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"319",0.379,0.495,13,0,70,0,"105147000568",26,NA,2013,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"320",0.489999999999999,0.510000000000001,17,2,66,0,"105147000568",26,NA,2014,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"321",0.5,0.5,9,0,80,0,"105147000568",26,NA,2015,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"322",0.539999999999999,0.549999999999999,1,4,94,0,"105147000568",26,NA,2016,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"323",0.530000000000001,0.530000000000001,0,23,90,0,"105147000568",26,NA,2017,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"324",0.48,0.5,0,35,85,0,"105147000568",26,NA,2018,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"325",0.494999999999999,0.530000000000001,0,20,90,0,"105147000568",26,NA,2019,"CAREPA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"326",0.374,0.457,10,0,56,0,"105154000298",27,NA,2006,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"327",0.371,0.457,12,0,43,0,"105154000298",27,NA,2007,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"328",0.3935,0.537,27,0,72,0,"105154000298",27,NA,2008,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"329",0.379,0.466999999999999,20,0,72,0,"105154000298",27,NA,2009,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"330",0.421,0.446000000000001,25,0,93,0,"105154000298",27,NA,2010,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"331",0.382999999999999,0.473,30,0,82,0,"105154000298",27,NA,2011,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"332",0.364663157894736,0.4964,42,0,99,0,"105154000298",27,NA,2012,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"333",0.353000000000001,0.484000000000001,27,3,85,0,"105154000298",27,NA,2013,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"334",0.5,0.48,14,5,88,0,"105154000298",27,NA,2014,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"335",0.52,0.5,3,2,59,0,"105154000298",27,NA,2015,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"336",0.539999999999999,0.545000000000001,1,0,64,0,"105154000298",27,NA,2016,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"337",0.539999999999999,0.565,0,8,50,0,"105154000298",27,NA,2017,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"338",0.55,0.55,0,11,65,0,"105154000298",27,NA,2018,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"339",0.579999999999999,0.565,0,10,62,0,"105154000298",27,NA,2019,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"340",0.391373831775702,0.486507009345792,100,0,433,0,"105154000301",28,NA,2006,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"341",0.371000000000002,0.472384169884168,121,0,523,0,"105154000301",28,NA,2007,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"342",0.405,0.559,1,16,473,0,"105154000301",28,NA,2008,"CALDAS","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"343",0.405,0.559,0,16,473,0,"105154000301",28,NA,2008,"CARMEN DE VIBORAL","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"344",0.39163043478261,0.530786956521739,113,16,473,0,"105154000301",28,NA,2008,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"345",0.4025,0.489,1,0,625,0,"105154000301",28,NA,2009,"CARTAGENA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"346",0.380916123778502,0.465480456026057,124,0,625,0,"105154000301",28,NA,2009,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"347",0.397469026548673,0.419116814159295,143,141,699,0,"105154000301",28,NA,2010,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"348",0.368805882352944,0.458929411764703,140,157,687,0,"105154000301",28,NA,2011,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"349",0.344200336700337,0.475698653198651,102,149,595,0,"105154000301",28,NA,2012,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"350",0.361691927512354,0.474288303130148,107,117,613,0,"105154000301",28,NA,2013,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"351",0.466573426573425,0.465384615384615,41,129,573,0,"105154000301",28,NA,2014,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"352",0.46220149253731,0.464738805970152,31,74,536,0,"105154000301",28,NA,2015,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"353",0.476166365280293,0.501699819168174,5,59,553,0,"105154000301",28,NA,2016,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"354",0.478311258278149,0.519966887417215,2,225,604,0,"105154000301",28,NA,2017,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"355",0.48618042226487,0.523282149712091,0,200,521,0,"105154000301",28,NA,2018,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"356",0.468651685393261,0.508651685393255,0,205,534,0,"105154000301",28,NA,2019,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"357",0.4,0.457,3,0,35,0,"105154000409",29,NA,2006,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"358",0.323,0.478,1,0,36,0,"105154000409",29,NA,2007,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"359",0.405,0.513000000000001,23,4,73,0,"105154000409",29,NA,2008,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"360",0.367999999999999,0.456,16,0,92,0,"105154000409",29,NA,2009,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"361",0.377,0.417000000000001,21,6,101,0,"105154000409",29,NA,2010,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"362",0.396000000000001,0.473,18,7,67,0,"105154000409",29,NA,2011,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"363",0.341358208955224,0.495149253731343,20,3,69,0,"105154000409",29,NA,2012,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"364",0.362,0.495,22,4,64,0,"105154000409",29,NA,2013,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"365",0.510000000000001,0.48,4,8,61,0,"105154000409",29,NA,2014,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"366",0.465,0.49,1,4,44,0,"105154000409",29,NA,2015,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"367",0.505,0.525,1,2,44,0,"105154000409",29,NA,2016,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"368",0.53,0.56,0,11,61,0,"105154000409",29,NA,2017,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"369",0.52,0.539999999999999,0,15,48,0,"105154000409",29,NA,2018,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"370",0.55,0.53,0,4,37,0,"105154000409",29,NA,2019,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"371",0.36,0.457,4,0,29,0,"105154000751",30,NA,2006,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"372",0.371,0.435,4,0,36,0,"105154000751",30,NA,2007,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"373",0.356,0.489999999999999,5,0,67,0,"105154000751",30,NA,2008,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"374",0.343,0.468,7,0,52,0,"105154000751",30,NA,2009,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"375",0.377,0.446,11,3,66,0,"105154000751",30,NA,2010,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"376",0.37,0.473,12,2,48,0,"105154000751",30,NA,2011,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"377",0.358142857142857,0.496428571428571,12,4,42,0,"105154000751",30,NA,2012,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"378",0.379,0.474,12,3,45,0,"105154000751",30,NA,2013,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"379",0.495,0.49,0,2,32,0,"105154000751",30,NA,2014,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"380",0.429795918367347,0.465918367346939,0,0,49,0,"105154000751",30,NA,2015,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"381",0.433366336633664,0.468217821782178,1,8,101,0,"105154000751",30,NA,2016,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"382",0.539999999999999,0.59,1,15,49,0,"105154000751",30,NA,2017,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"383",0.51,0.56,0,25,43,0,"105154000751",30,NA,2018,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"384",0.55,0.62,0,13,40,0,"105154000751",30,NA,2019,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"385",0.4,0.517,18,0,38,0,"105154001880",31,NA,2006,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"386",0.4,0.517,1,0,38,0,"105154001880",31,NA,2006,"SANTAFÉ DE ANTIOQUIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"387",0.371,0.5085,12,0,31,0,"105154001880",31,NA,2007,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"388",0.438,0.514,14,1,25,0,"105154001880",31,NA,2008,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"389",0.402,0.468,14,0,39,0,"105154001880",31,NA,2009,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"390",0.422,0.46,15,1,51,0,"105154001880",31,NA,2010,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"391",0.431,0.549,28,1,58,0,"105154001880",31,NA,2011,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"392",0.388294117647059,0.495294117647058,19,0,36,0,"105154001880",31,NA,2012,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"393",0.371,0.505,31,0,69,0,"105154001880",31,NA,2013,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"394",0.495,0.56,10,1,32,0,"105154001880",31,NA,2014,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"395",0.539999999999999,0.52,9,0,56,0,"105154001880",31,NA,2015,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"396",0.539999999999999,0.579999999999999,1,0,71,0,"105154001880",31,NA,2016,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"397",0.530000000000001,0.57,1,18,85,0,"105154001880",31,NA,2017,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"398",0.579999999999999,0.56,0,28,77,0,"105154001880",31,NA,2018,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"399",0.555,0.560000000000001,0,20,92,0,"105154001880",31,NA,2019,"CAUCASIA","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"400",0.374,0.478000000000001,30,0,120,0,"105172000076",32,NA,2006,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"401",0.371,0.478000000000001,27,0,95,0,"105172000076",32,NA,2007,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"402",0.382,0.513,38,4,111,0,"105172000076",32,NA,2008,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"403",0.355,0.466999999999999,34,0,101,0,"105172000076",32,NA,2009,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"404",0.398217054263565,0.417720930232557,33,10,159,0,"105172000076",32,NA,2010,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"405",0.369925925925925,0.491197530864198,47,32,165,0,"105172000076",32,NA,2011,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"406",0.349748387096773,0.450800000000003,36,79,311,0,"105172000076",32,NA,2012,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"407",0.355485981308411,0.461429906542054,35,72,323,0,"105172000076",32,NA,2013,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"408",0.446284584980236,0.460316205533597,20,50,253,0,"105172000076",32,NA,2014,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"409",0.437731092436975,0.454117647058825,10,60,238,0,"105172000076",32,NA,2015,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"410",0.451428571428572,0.491428571428571,3,50,224,0,"105172000076",32,NA,2016,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"411",0.455693069306931,0.504554455445543,1,102,202,0,"105172000076",32,NA,2017,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"412",0.444797979797981,0.492424242424243,1,93,198,0,"105172000076",32,NA,2018,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"413",0.436865671641792,0.482686567164179,0,97,201,0,"105172000076",32,NA,2019,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"414",0.374,0.478,3,0,27,0,"105172000220",33,NA,2006,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"415",0.371,0.457,6,0,32,0,"105172000220",33,NA,2007,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"416",0.3935,0.463,3,1,20,0,"105172000220",33,NA,2008,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"417",0.3155,0.445,4,0,24,0,"105172000220",33,NA,2009,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"418",0.421,0.419,4,1,23,0,"105172000220",33,NA,2010,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"419",0.3655,0.505,12,2,40,0,"105172000220",33,NA,2011,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"420",0.357129032258064,0.473516129032258,5,0,62,0,"105172000220",33,NA,2012,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"421",0.349,0.474,2,4,36,0,"105172000220",33,NA,2013,"CHIGORODÓ","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"422",0.47,0.48,1,0,25,0,"105172000220",33,NA,2014,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"423",0.47,0.47,2,6,33,0,"105172000220",33,NA,2015,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"424",0.56,0.545,0,0,32,0,"105172000220",33,NA,2016,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
"425",0.54,0.54,0,9,27,0,"105172000220",33,NA,2017,"CHIGORODO","CONTROL","PUBL",1000,10000,0,0,"base_ai"
